generic_name,status,pmid,label,year,first_author,title,pub_types,reason,url
pyridoxine,rejected,11423814,,2001,Lovecchio,Intravenous pyridoxine-induced metabolic acidosis.,"Clinical Trial; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/11423814/
rufinamide,included,25219353,Ohtsuka2014,2014,Ohtsuka,Rufinamide as an adjunctive therapy for Lennox-Gastaut syndrome: a randomized double-blind placebo-controlled trial in Japan.,"Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/25219353/
rufinamide,included,20887365,Biton2010,2010,Biton,"A randomized, double-blind, placebo-controlled, parallel-group study of rufinamide as adjunctive therapy for refractory partial-onset seizures.","Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/20887365/
rufinamide,included,20061123,Elger2010,2010,Elger,"A 24-week multicenter, randomized, double-blind, parallel-group, dose-ranging study of rufinamide in adults and adolescents with inadequately controlled partial seizures.","Clinical Trial, Phase II; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/20061123/
rufinamide,included,19490053,Brodie2009,2009,Brodie,Rufinamide for the adjunctive treatment of partial seizures in adults and adolescents: a randomized placebo-controlled trial.,"Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/19490053/
rufinamide,included,18401024,Glauser2008,2008,Glauser,Rufinamide for generalized seizures associated with Lennox-Gastaut syndrome.,Journal Article; Randomized Controlled Trial,qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/18401024/
rufinamide,included,11164700,Palhagen2001,2001,Pålhagen,"Rufinamide: a double-blind, placebo-controlled proof of principle trial in patients with epilepsy.","Clinical Trial; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/11164700/
rufinamide,rejected,34509883,,2021,Arzimanoglou,Safety and efficacy of rufinamide in children and adults with Lennox-Gastaut syndrome: A post hoc analysis from Study 022.,Journal Article,excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/34509883/
rufinamide,rejected,26861566,,2016,McMurray,Treatment of Adults with Lennox-Gastaut Syndrome: Further Analysis of Efficacy and Safety/Tolerability of Rufinamide.,Journal Article,excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/26861566/
rufinamide,rejected,26827266,,2016,Ohtsuka,Long-term safety and seizure outcome in Japanese patients with Lennox-Gastaut syndrome receiving adjunctive rufinamide therapy: An open-label study following a randomized clinical trial.,"Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/26827266/
rufinamide,rejected,19300535,,2007,Kluger,Role of rufinamide in the management of Lennox-Gastaut syndrome (childhood epileptic encephalopathy).,Journal Article,title lacks primary randomized/placebo/phase trial language,https://pubmed.ncbi.nlm.nih.gov/19300535/
rufinamide,rejected,16886978,,2006,Aldenkamp,The effect of the new antiepileptic drug rufinamide on cognitive functions.,"Clinical Trial, Phase III; Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial",drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/16886978/
seletracetam,included,39827675,KasteleijnNolstTrenite2025,2025,Kasteleijn-Nolst Trenité,"A multicenter Phase II randomized, placebo-controlled single-blind trial with the SV2A ligand seletracetam in photosensitive epilepsy patients.","Journal Article; Clinical Trial, Phase II; Multicenter Study; Randomized Controlled Trial",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/39827675/
seletracetam,rejected,40261588,,2025,Löscher,Pharmacodynamic interactions between seletracetam and antiseizure comedications in the human photosensitivity model.,Journal Article; Randomized Controlled Trial,drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/40261588/
sodium valproate,included,3130256,McGuire1988,1988,McGuire,Effects of sodium valproate on haem biosynthesis in man: implications for seizure management in the porphyric patient.,Clinical Trial; Controlled Clinical Trial; Journal Article; Randomized Controlled Trial,qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/3130256/
sodium valproate,included,1104059,Richens1975,1975,Richens,Controlled trial of sodium valproate in severe epilepsy.,Clinical Trial; Journal Article; Randomized Controlled Trial,qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/1104059/
sodium valproate,rejected,41428177,,2025,Yu,Efficacy and Safety of Adjunctive Cenobamate in Chinese Participants with Focal Seizure.,Journal Article; Randomized Controlled Trial; Multicenter Study,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/41428177/
sodium valproate,rejected,35508338,,2022,Chen,Seizure prophylaxis following aneurysmal subarachnoid haemorrhage (SPSAH): study protocol for a multicentre randomised placebo-controlled trial of short-term sodium valproate prophylaxis in patients with acute subarachnoid haemorrhage.,"Clinical Trial Protocol; Journal Article; Research Support, Non-U.S. Gov't",drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/35508338/
sodium valproate,rejected,31707814,,2019,Amanat,Cinnarizine and sodium valproate as the preventive agents of pediatric migraine: A randomized double-blind placebo-controlled trial.,Journal Article; Randomized Controlled Trial,title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/31707814/
sodium valproate,rejected,32119035,,2020,Miller,Dose-Ranging Effect of Adjunctive Oral Cannabidiol vs Placebo on Convulsive Seizure Frequency in Dravet Syndrome: A Randomized Clinical Trial.,"Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/32119035/
sodium valproate,rejected,27099849,,2016,Mehvari,"Effects of Vitamin E on seizure frequency, electroencephalogram findings, and oxidative stress status of refractory epileptic patients.",Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/27099849/
sodium valproate,rejected,26221163,,2015,Assarzadegan,The Role of Antiepileptic Treatment in the Recurrence Rate of Seizures After First Attack: A Randomized Clinical Trial.,Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/26221163/
sodium valproate,rejected,24025111,,2013,Hu,"Protocol for seizure prophylaxis following intracerebral hemorrhage study (SPICH): a randomized, double-blind, placebo-controlled trial of short-term sodium valproate prophylaxis in patients with acute spontaneous supratentorial intracerebral hemorrhage.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/24025111/
sodium valproate,rejected,24010637,,2013,Lazzari,Prevention of bone loss and vertebral fractures in patients with chronic epilepsy--antiepileptic drug and osteoporosis prevention trial.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/24010637/
sodium valproate,rejected,19222595,,2009,Cady,"Evaluation of carisbamate for the treatment of migraine in a randomized, double-blind trial.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/19222595/
sodium valproate,rejected,15794175,,2005,Gupta,"Add-on melatonin improves sleep behavior in children with epilepsy: randomized, double-blind, placebo-controlled trial.",Clinical Trial; Journal Article; Randomized Controlled Trial,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/15794175/
sodium valproate,rejected,15145300,,2004,Gupta,"Add-on melatonin improves quality of life in epileptic children on valproate monotherapy: a randomized, double-blind, placebo-controlled trial.",Clinical Trial; Comparative Study; Journal Article; Randomized Controlled Trial,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/15145300/
sodium valproate,rejected,11987312,,2002,PMID,Gabapentin: new indication. Little impact on partial epilepsy in children between 3 and 12.,Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/11987312/
sodium valproate,rejected,11104347,,2000,Ronen,Can sodium valproate improve learning in children with epileptiform bursts but without clinical seizures?,"Clinical Trial; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/11104347/
sodium valproate,rejected,9627208,,1998,Read,Cognitive effects of anticonvulsant monotherapy in elderly patients: a placebo-controlled study.,Clinical Trial; Journal Article; Randomized Controlled Trial,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/9627208/
sodium valproate,rejected,9203245,,1997,Leach,Lack of pharmacokinetic interaction between remacemide hydrochloride and sodium valproate in epileptic patients.,Clinical Trial; Journal Article; Randomized Controlled Trial,excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/9203245/
sodium valproate,rejected,8979563,,1996,Thilothammal,"Comparison of phenobarbitone, phenytoin with sodium valproate: randomized, double-blind study.","Clinical Trial; Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/8979563/
sodium valproate,rejected,8148215,,1994,McKee,"A double-blind, placebo-controlled interaction study between oxcarbazepine and carbamazepine, sodium valproate and phenytoin in epileptic patients.","Clinical Trial; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/8148215/
sodium valproate,rejected,1320521,,1992,Chandra,First seizure in adults: to treat or not to treat.,Clinical Trial; Controlled Clinical Trial; Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/1320521/
sodium valproate,rejected,2124033,,1990,Iivanainen,A controlled study with taltrimide and sodium valproate: valproate effective in partial epilepsy.,Clinical Trial; Comparative Study; Journal Article; Randomized Controlled Trial,drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/2124033/
sodium valproate,rejected,2500138,,1989,Hillbom,Prevention of alcohol withdrawal seizures with carbamazepine and valproic acid.,"Clinical Trial; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/2500138/
sodium valproate,rejected,3144581,,1988,Duncan,"Withdrawal symptoms from phenytoin, carbamazepine and sodium valproate.","Clinical Trial; Controlled Clinical Trial; Journal Article; Research Support, Non-U.S. Gov't",drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/3144581/
sodium valproate,rejected,3925929,,1985,Bittencourt,[Efficient serum concentrations after single doses of antiepileptic drugs: concept of loading-dose].,Clinical Trial; Controlled Clinical Trial; English Abstract; Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/3925929/
sodium valproate,rejected,6431211,,1984,Saletu,"Early clinical pharmacological trials with a new anti-epileptic, milacemide, using pharmaco-EEG and psychometry.",Clinical Trial; Journal Article; Randomized Controlled Trial,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/6431211/
sodium valproate,rejected,6424041,,1984,Mamelle,"Prevention of recurrent febrile convulsions--a randomized therapeutic assay: sodium valproate, phenobarbital and placebo.","Clinical Trial; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/6424041/
sodium valproate,rejected,6425713,,1983,Ghose,l-Tryptophan in hyperactive child syndrome associated with epilepsy: a controlled study.,Clinical Trial; Journal Article; Randomized Controlled Trial,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/6425713/
sodium valproate,rejected,6803819,,1981,Thompson,Sodium valproate and cognitive functioning in normal volunteers.,"Clinical Trial; Controlled Clinical Trial; Journal Article; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/6803819/
stiripentol,included,38722572,Guerrini2024,2024,Guerrini,"Additional Results from Two Randomized, Placebo-Controlled Trials of Stiripentol in Dravet Syndrome Highlight a Rapid Antiseizure Efficacy with Longer Seizure-Free Periods.",Journal Article,qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/38722572/
stiripentol,included,31790543,Nabbout2020,2020,Nabbout,Fenfluramine for Treatment-Resistant Seizures in Patients With Dravet Syndrome Receiving Stiripentol-Inclusive Regimens: A Randomized Clinical Trial.,"Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/31790543/
stiripentol,included,16948934,Chiron2006,2006,Chiron,Stiripentol in childhood partial epilepsy: randomized placebo-controlled trial with enrichment and withdrawal design.,Journal Article; Randomized Controlled Trial,qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/16948934/
stiripentol,included,11089822,Chiron2000,2000,Chiron,Stiripentol in severe myoclonic epilepsy in infancy: a randomised placebo-controlled syndrome-dedicated trial. STICLO study group.,"Clinical Trial; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/11089822/
stiripentol,rejected,37543865,,2023,Sullivan,"Fenfluramine in the treatment of Dravet syndrome: Results of a third randomized, placebo-controlled clinical trial.","Journal Article; Randomized Controlled Trial; Clinical Trial, Phase III; Multicenter Study",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/37543865/
stiripentol,rejected,36463826,,2022,Bishop,Fenfluramine treatment is associated with improvement in everyday executive function in preschool-aged children (<5 years) with Dravet syndrome: A critical period for early neurodevelopment.,"Clinical Trial, Phase III; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/36463826/
stiripentol,rejected,34676542,,2021,Sullivan,Fenfluramine significantly reduces day-to-day seizure burden by increasing number of seizure-free days and time between seizures in patients with Dravet syndrome: A time-to-event analysis.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/34676542/
stiripentol,rejected,33078386,,2020,Sullivan,Fenfluramine HCl (Fintepla ® ) provides long-term clinically meaningful reduction in seizure frequency: Analysis of an ongoing open-label extension study.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/33078386/
stiripentol,rejected,32809271,,2020,Lai,Cardiovascular safety of fenfluramine in the treatment of Dravet syndrome: Analysis of an ongoing long-term open-label safety extension study.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/32809271/
stiripentol,rejected,32652616,,2020,VanLandingham,"A Phase 2, Double-Blind, Placebo-Controlled Trial to Investigate Potential Drug-Drug Interactions Between Cannabidiol and Clobazam.","Clinical Trial, Phase II; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/32652616/
stiripentol,rejected,32350749,,2020,Ben-Menachem,A Phase II Randomized Trial to Explore the Potential for Pharmacokinetic Drug-Drug Interactions with Stiripentol or Valproate when Combined with Cannabidiol in Patients with Epilepsy.,"Clinical Trial, Phase II; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/32350749/
stiripentol,rejected,30955420,,2019,Perry,Don't Fear the Reefer-Evidence Mounts for Plant-Based Cannabidiol as Treatment for Epilepsy.,Journal Article; Comment,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/30955420/
stiripentol,rejected,29540584,,2018,Devinsky,"Randomized, dose-ranging safety trial of cannabidiol in Dravet syndrome.","Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/29540584/
stiripentol,rejected,24725808,,2014,Peigné,Reassessment of stiripentol pharmacokinetics in healthy adult volunteers.,Journal Article; Randomized Controlled Trial,title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/24725808/
stiripentol,rejected,15875342,,2005,PMID,Stiripentol: new preparation. Severe myoclonic epilepsy of infancy: promising.,Journal Article,no randomized language,https://pubmed.ncbi.nlm.nih.gov/15875342/
sultiame,included,14738417,Debus2004,2004,Debus,Sulthiame in the primary therapy of West syndrome: a randomized double-blind placebo-controlled add-on trial on baseline pyridoxine medication.,Clinical Trial; Journal Article; Randomized Controlled Trial,qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/14738417/
sultiame,included,11051123,Rating2000,2000,Rating,"Sulthiame as monotherapy in children with benign childhood epilepsy with centrotemporal spikes: a 6-month randomized, double-blind, placebo-controlled study. Sulthiame Study Group.",Clinical Trial; Journal Article; Randomized Controlled Trial,qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/11051123/
sultiame,rejected,15813357,,2005,Basnec,[The risk of second seizure in children with benign childhood epilepsy with centrotemporal spikes without treatment--a prospective study].,Clinical Trial; Journal Article; Multicenter Study; Randomized Controlled Trial,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/15813357/
sultiame,rejected,12558577,,2003,Bast,The influence of sulthiame on EEG in children with benign childhood epilepsy with centrotemporal spikes (BECTS).,Clinical Trial; Evaluation Study; Journal Article; Multicenter Study; Randomized Controlled Trial,title lacks primary randomized/placebo/phase trial language,https://pubmed.ncbi.nlm.nih.gov/12558577/
tiagabine,included,9551842,Kalviainen1998,1998,Kälviäinen,"A double-blind, placebo-controlled trial of tiagabine given three-times daily as add-on therapy for refractory partial seizures. Northern European Tiagabine Study Group.",Clinical Trial; Journal Article; Multicenter Study; Randomized Controlled Trial,qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/9551842/
tiagabine,included,9443711,Uthman1998,1998,Uthman,"Tiagabine for complex partial seizures: a randomized, add-on, dose-response trial.","Clinical Trial; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/9443711/
tiagabine,included,9152116,Sachdeo1997,1997,Sachdeo,Tiagabine therapy for complex partial seizures. A dose-frequency study. The Tiagabine Study Group.,"Clinical Trial; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/9152116/
tiagabine,included,7641674,Richens1995,1995,Richens,Adjunctive treatment of partial seizures with tiagabine: a placebo-controlled trial.,Clinical Trial; Journal Article; Randomized Controlled Trial,qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/7641674/
tiagabine,included,8044451,Sveinbjornsdottir1994,1994,Sveinbjornsdottir,"Neuropsychological effects of tiagabine, a potential new antiepileptic drug.","Clinical Trial; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/8044451/
tiagabine,rejected,17521343,,2007,Gazzola,Seizure-free outcome in randomized add-on trials of the new antiepileptic drugs.,Comparative Study; Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/17521343/
tiagabine,rejected,11440349,,2001,Crawford,Tiagabine: efficacy and safety in adjunctive treatment of partial seizures.,"Clinical Trial; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks primary randomized/placebo/phase trial language,https://pubmed.ncbi.nlm.nih.gov/11440349/
tiagabine,rejected,9109894,,1997,Dodrill,Cognitive and quality of life effects of differing dosages of tiagabine in epilepsy.,"Clinical Trial; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/9109894/
tiagabine,rejected,8956929,,1996,Kälviäinen,Long-term cognitive and EEG effects of tiagabine in drug-resistant partial epilepsy.,Clinical Trial; Journal Article; Randomized Controlled Trial,excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/8956929/
tiagabine,rejected,8595789,,1995,Schachter,Tiagabine monotherapy in the treatment of partial epilepsy.,"Clinical Trial; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks primary randomized/placebo/phase trial language,https://pubmed.ncbi.nlm.nih.gov/8595789/
tiagabine,rejected,8595788,,1995,Ben-Menachem,International experience with tiagabine add-on therapy.,"Clinical Trial; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/8595788/
tiagabine,rejected,8595787,,1995,Leppik,Tiagabine: the safety landscape.,"Clinical Trial; Controlled Clinical Trial; Journal Article; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/8595787/
topiramate,included,21672344,Zhang2011,2011,Zhang,Topiramate as an adjunctive treatment for refractory partial epilepsy in the elderly.,Journal Article; Randomized Controlled Trial,qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/21672344/
topiramate,included,20089937,Novotny2010,2010,Novotny,Randomized trial of adjunctive topiramate therapy in infants with refractory partial seizures.,"Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/20089937/
topiramate,included,12225311,Guberman2002,2002,Guberman,Low-dose topiramate in adults with treatment-resistant partial-onset seizures.,"Clinical Trial; Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/12225311/
topiramate,included,10999555,Yen2000,2000,Yen,"A double-blind, placebo-controlled study of topiramate in adult patients with refractory partial epilepsy.","Clinical Trial; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/10999555/
topiramate,included,10612342,PMID1999,1999,PMID,Topiramate in medically intractable partial epilepsies: double-blind placebo-controlled randomized parallel group trial. Korean Topiramate Study Group.,"Clinical Trial; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/10612342/
topiramate,included,10371538,Sachdeo1999,1999,Sachdeo,"A double-blind, randomized trial of topiramate in Lennox-Gastaut syndrome. Topiramate YL Study Group.","Clinical Trial; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/10371538/
topiramate,included,10227615,Elterman1999,1999,Elterman,"A double-blind, randomized trial of topiramate as adjunctive therapy for partial-onset seizures in children. Topiramate YP Study Group.","Clinical Trial; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/10227615/
topiramate,included,10227614,Biton1999,1999,Biton,"A randomized, placebo-controlled study of topiramate in primary generalized tonic-clonic seizures. Topiramate YTC Study Group.",Clinical Trial; Journal Article; Randomized Controlled Trial,qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/10227614/
topiramate,included,9092954,Faught1997,1997,Faught,Efficacy of topiramate as adjunctive therapy in refractory partial seizures: United States trial experience.,Clinical Trial; Comparative Study; Journal Article; Randomized Controlled Trial,qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/9092954/
topiramate,included,8956919,Sharief1996,1996,Sharief,"Double-blind, placebo-controlled study of topiramate in patients with refractory partial epilepsy.",Clinical Trial; Journal Article; Multicenter Study; Randomized Controlled Trial,qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/8956919/
topiramate,included,8764816,Tassinari1996,1996,Tassinari,"Double-blind, placebo-controlled trial of topiramate (600 mg daily) for the treatment of refractory partial epilepsy.","Clinical Trial; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/8764816/
topiramate,included,8649570,Faught1996,1996,Faught,"Topiramate placebo-controlled dose-ranging trial in refractory partial epilepsy using 200-, 400-, and 600-mg daily dosages. Topiramate YD Study Group.","Clinical Trial; Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/8649570/
topiramate,included,8649569,Privitera1996,1996,Privitera,"Topiramate placebo-controlled dose-ranging trial in refractory partial epilepsy using 600-, 800-, and 1,000-mg daily dosages. Topiramate YE Study Group.","Clinical Trial; Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/8649569/
topiramate,included,8641230,BenMenachem1996,1996,Ben-Menachem,"Double-blind, placebo-controlled trial of topiramate as add-on therapy in patients with refractory partial seizures.",Clinical Trial; Journal Article; Multicenter Study; Randomized Controlled Trial,qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/8641230/
topiramate,rejected,39052963,,2024,Kerr,Demonstration of Group-Level and Individual-Level Efficacy Using Time-to-Event Designs for Clinical Trials of Antiseizure Medications.,Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/39052963/
topiramate,rejected,38356105,,2024,Moseley,"Efficacy and Tolerability of Adjunctive Brivaracetam in Patients with Focal-Onset Seizures on Specific Concomitant Antiseizure Medications: Pooled Analysis of Double-Blind, Placebo-Controlled Trials.","Randomized Controlled Trial; Journal Article; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/38356105/
topiramate,rejected,32652616,,2020,VanLandingham,"A Phase 2, Double-Blind, Placebo-Controlled Trial to Investigate Potential Drug-Drug Interactions Between Cannabidiol and Clobazam.","Clinical Trial, Phase II; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/32652616/
topiramate,rejected,31675621,,2019,Moseley,Pharmacokinetic interaction of brivaracetam on other antiepileptic drugs in adults with focal seizures: Pooled analysis of data from randomized clinical trials.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/31675621/
topiramate,rejected,30955420,,2019,Perry,Don't Fear the Reefer-Evidence Mounts for Plant-Based Cannabidiol as Treatment for Epilepsy.,Journal Article; Comment,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/30955420/
topiramate,rejected,31091527,,2019,Nuñez-Ramiro,"Topiramate plus Cooling for Hypoxic-Ischemic Encephalopathy: A Randomized, Controlled, Multicenter, Double-Blinded Trial.","Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/31091527/
topiramate,rejected,29540584,,2018,Devinsky,"Randomized, dose-ranging safety trial of cannabidiol in Dravet syndrome.","Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/29540584/
