generic_name,status,pmid,label,year,first_author,title,pub_types,reason,url
adrenocorticotropic hormone,rejected,37909654,,2023,Sun,"Safety and efficacy of melatonin supplementation as an add-on treatment for infantile epileptic spasms syndrome: A randomized, placebo-controlled, double-blind trial.",Randomized Controlled Trial; Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/37909654/
adrenocorticotropic hormone,rejected,35788069,,2022,Sun,Melatonin supplementation for the treatment of infantile spasms: protocol for a randomised placebo-controlled triple-blind trial.,"Clinical Trial Protocol; Journal Article; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/35788069/
adrenocorticotropic hormone,rejected,22889307,,2012,Bitton,A randomized controlled trial of flunarizine as add-on therapy and effect on cognitive outcome in children with infantile spasms.,"Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/22889307/
adrenocorticotropic hormone,rejected,9683002,,1998,Murck,Mg2+ reduces ACTH secretion and enhances spindle power without changing delta power during sleep in men -- possible therapeutic implications.,Clinical Trial; Journal Article; Randomized Controlled Trial,drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/9683002/
adrenocorticotropic hormone,rejected,3939740,,1985,Dyken,Short term effects of valproate on infantile spasms.,"Clinical Trial; Journal Article; Randomized Controlled Trial; Research Support, U.S. Gov't, P.H.S.",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/3939740/
adrenocorticotropic hormone,rejected,6312008,,1983,Hrachovy,Double-blind study of ACTH vs prednisone therapy in infantile spasms.,"Clinical Trial; Controlled Clinical Trial; Journal Article; Research Support, U.S. Gov't, P.H.S.",active-comparator/comparison title without placebo,https://pubmed.ncbi.nlm.nih.gov/6312008/
adrenocorticotropic hormone,rejected,193359,,1977,Small,Effects of ACTH 4-10 on ECT-induced memory dysfunctions.,Clinical Trial; Controlled Clinical Trial; Journal Article,title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/193359/
brivaracetam,included,42092987,Yu2026,2026,Yu,"Efficacy and safety of Brivaracetam as an adjunctive therapy in patients with focal-onset seizures: a phase III, multi-center, randomized, double-blind, placebo-controlled trial.",Journal Article,qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/42092987/
brivaracetam,included,38576178,Inoue2024,2024,Inoue,"Efficacy, safety, and tolerability of adjunctive brivaracetam in adult Asian patients with uncontrolled focal-onset seizures: A phase III randomized, double-blind, placebo-controlled trial.","Journal Article; Randomized Controlled Trial; Clinical Trial, Phase III; Multicenter Study",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/38576178/
brivaracetam,included,35844134,Bast2022,2022,Bast,Efficacy and tolerability of brivaracetam monotherapy in childhood and juvenile absence epilepsy: An innovative adaptive trial design.,"Randomized Controlled Trial; Multicenter Study; Journal Article; Research Support, Non-U.S. Gov't; Adaptive Clinical Trial",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/35844134/
brivaracetam,included,26666500,Kalviainen2015,2015,Kälviäinen,"Brivaracetam in Unverricht-Lundborg disease (EPM1): Results from two randomized, double-blind, placebo-controlled studies.","Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/26666500/
brivaracetam,included,26471380,Klein2015,2015,Klein,"A randomized, double-blind, placebo-controlled, multicenter, parallel-group study to evaluate the efficacy and safety of adjunctive brivaracetam in adult patients with uncontrolled partial-onset seizures.",Journal Article; Multicenter Study; Randomized Controlled Trial,qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/26471380/
brivaracetam,included,24446953,Biton2013,2013,Biton,"Brivaracetam as adjunctive treatment for uncontrolled partial epilepsy in adults: a phase III randomized, double-blind, placebo-controlled trial.","Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/24446953/
brivaracetam,included,24256083,Ryvlin2013,2013,Ryvlin,"Adjunctive brivaracetam in adults with uncontrolled focal epilepsy: results from a double-blind, randomized, placebo-controlled trial.","Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/24256083/
brivaracetam,included,24116853,Kwan2013,2013,Kwan,"Adjunctive brivaracetam for uncontrolled focal and generalized epilepsies: results of a phase III, double-blind, randomized, placebo-controlled, flexible-dose trial.","Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/24116853/
brivaracetam,included,22813235,VanPaesschen2012,2012,Van Paesschen,"Efficacy and tolerability of adjunctive brivaracetam in adults with uncontrolled partial-onset seizures: a phase IIb, randomized, controlled trial.","Clinical Trial, Phase II; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/22813235/
brivaracetam,included,20592253,French2010,2010,French,"Adjunctive brivaracetam for refractory partial-onset seizures: a randomized, controlled trial.","Clinical Trial, Phase II; Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/20592253/
brivaracetam,rejected,41665255,,2026,Vivash,The Epilepsy-Desirability of Outcome Ranking (DOOR) as a Multi-Faceted Consumer-Informed Outcome Measure for Epilepsy Clinical Trials.,Journal Article; Randomized Controlled Trial,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/41665255/
brivaracetam,rejected,41175011,,2025,French,"A randomized, double-blind, placebo-controlled, time-to-event study of the efficacy and safety of JNJ-40411813 in combination with levetiracetam or brivaracetam in patients with focal onset seizures.","Journal Article; Randomized Controlled Trial; Clinical Trial, Phase II; Multicenter Study",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/41175011/
brivaracetam,rejected,40944847,,2025,Usui,"Temporal Profile of Treatment-Emergent Adverse Events in Adult Asian Patients with Focal-Onset Seizures During Adjunctive Brivaracetam Treatment: Post Hoc Analysis of a Phase 3, Randomized Trial.","Journal Article; Clinical Trial, Phase III; Randomized Controlled Trial; Multicenter Study",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/40944847/
brivaracetam,rejected,39827675,,2025,Kasteleijn-Nolst Trenité,"A multicenter Phase II randomized, placebo-controlled single-blind trial with the SV2A ligand seletracetam in photosensitive epilepsy patients.","Journal Article; Clinical Trial, Phase II; Multicenter Study; Randomized Controlled Trial",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/39827675/
brivaracetam,rejected,39052963,,2024,Kerr,Demonstration of Group-Level and Individual-Level Efficacy Using Time-to-Event Designs for Clinical Trials of Antiseizure Medications.,Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/39052963/
brivaracetam,rejected,38356105,,2024,Moseley,"Efficacy and Tolerability of Adjunctive Brivaracetam in Patients with Focal-Onset Seizures on Specific Concomitant Antiseizure Medications: Pooled Analysis of Double-Blind, Placebo-Controlled Trials.","Randomized Controlled Trial; Journal Article; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/38356105/
brivaracetam,rejected,36528008,,2022,Kasteleijn-Nolst Trenite,Brivaracetam or levetiracetam in status epilepticus?: Lessons from the photosensitivity model.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/36528008/
brivaracetam,rejected,36435010,,2022,Brandt,"Retention, efficacy, tolerability, and quality of life during long-term adjunctive brivaracetam treatment by number of lifetime antiseizure medications: A post hoc analysis of phase 3 trials in adults with focal seizures.","Randomized Controlled Trial; Clinical Trial, Phase III; Journal Article; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/36435010/
brivaracetam,rejected,35582748,,2022,Ryvlin,Tolerability and efficacy of adjunctive brivaracetam in adults with focal seizures by concomitant antiseizure medication use: Pooled results from three phase 3 trials.,"Clinical Trial, Phase III; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/35582748/
brivaracetam,rejected,34218211,,2021,Moseley,Long-term efficacy and tolerability of adjunctive brivaracetam in adults with focal to bilateral tonic-clonic (secondary generalized) seizures: Post hoc pooled analysis.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/34218211/
brivaracetam,rejected,34155568,,2021,Lee,Effect of Number of Previous Antiseizure Medications on Efficacy and Tolerability of Adjunctive Brivaracetam for Uncontrolled Focal Seizures: Post Hoc Analysis.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/34155568/
brivaracetam,rejected,32717713,,2020,Klein,"Effect of lifetime antiepileptic drug treatment history on efficacy and tolerability of adjunctive brivaracetam in adults with focal seizures: Post-hoc analysis of a randomized, placebo-controlled trial.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/32717713/
brivaracetam,rejected,32221987,,2020,O'Brien,"Long-term safety, efficacy, and quality of life outcomes with adjunctive brivaracetam treatment at individualized doses in patients with epilepsy: An up to 11-year, open-label, follow-up trial.","Clinical Trial, Phase III; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/32221987/
brivaracetam,rejected,31675621,,2019,Moseley,Pharmacokinetic interaction of brivaracetam on other antiepileptic drugs in adults with focal seizures: Pooled analysis of data from randomized clinical trials.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/31675621/
brivaracetam,rejected,31571877,,2019,Feyissa,Brivaracetam in the treatment of epilepsy: a review of clinical trial data.,Journal Article,excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/31571877/
brivaracetam,rejected,29908435,,2018,Brodie,Brivaracetam-induced elevation of carbamazepine epoxide levels: A post-hoc analysis from the clinical development program.,"Clinical Trial, Phase III; Journal Article; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/29908435/
brivaracetam,rejected,29414542,,2018,Benbadis,"Efficacy, safety, and tolerability of brivaracetam with concomitant lamotrigine or concomitant topiramate in pooled Phase III randomized, double-blind trials: A post-hoc analysis.","Clinical Trial, Phase III; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/29414542/
brivaracetam,rejected,29153631,,2017,Schoedel,Human abuse potential of brivaracetam in healthy recreational central nervous system depressant users.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/29153631/
brivaracetam,rejected,28856580,,2017,Swallow,Can Matching-Adjusted Indirect Comparison Methods Mitigate Placebo Response Differences Among Patient Populations in Adjunctive Trials of Brivaracetam and Levetiracetam?,"Clinical Trial, Phase III; Journal Article; Randomized Controlled Trial",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/28856580/
brivaracetam,rejected,27649776,,2016,Kruithof,Pharmacological interactions between brivaracetam and ethanol in healthy males.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/27649776/
brivaracetam,rejected,27988967,,2016,Klein,Time to onset of sustained ≥50% responder status in patients with focal (partial-onset) seizures in three phase III studies of adjunctive brivaracetam treatment.,"Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/27988967/
brivaracetam,rejected,27146213,,2016,Schoemaker,Brivaracetam Population Pharmacokinetics and Exposure-Response Modeling in Adult Subjects With Partial-Onset Seizures.,"Clinical Trial, Phase II; Clinical Trial, Phase III; Journal Article; Randomized Controlled Trial",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/27146213/
brivaracetam,rejected,27608437,,2016,Moseley,"Efficacy, safety, and tolerability of adjunctive brivaracetam for secondarily generalized tonic-clonic seizures: Pooled results from three Phase III studies.","Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/27608437/
brivaracetam,rejected,27589414,,2016,Brodie,"Tolerability, safety, and efficacy of adjunctive brivaracetam for focal seizures in older patients: A pooled analysis from three phase III studies.","Clinical Trial, Phase III; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/27589414/
brivaracetam,rejected,27335114,,2016,Ben-Menachem,Efficacy and safety of brivaracetam for partial-onset seizures in 3 pooled clinical studies.,"Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial",title lacks primary randomized/placebo/phase trial language,https://pubmed.ncbi.nlm.nih.gov/27335114/
brivaracetam,rejected,27221208,,2016,Klein,Safety and tolerability of adjunctive brivaracetam as intravenous infusion or bolus in patients with epilepsy.,"Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks primary randomized/placebo/phase trial language,https://pubmed.ncbi.nlm.nih.gov/27221208/
brivaracetam,rejected,27217762,,2016,Gao,Emerging drugs for partial-onset epilepsy: a review of brivaracetam.,Journal Article,excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/27217762/
brivaracetam,rejected,24512385,,2014,Stockis,"Interaction between brivaracetam (100 mg/day) and a combination oral contraceptive: a randomized, double-blind, placebo-controlled study.","Clinical Trial, Phase I; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/24512385/
brivaracetam,rejected,24717838,,2014,Stockis,Brivaracetam single and multiple rising oral dose study in healthy Japanese participants: influence of CYP2C19 genotype.,"Clinical Trial, Phase I; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/24717838/
brivaracetam,rejected,18341673,,2008,Rolan,"The pharmacokinetics, CNS pharmacodynamics and adverse event profile of brivaracetam after multiple increasing oral doses in healthy men.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/18341673/
cannabidiol,included,35802375,OBrien2022,2022,O'Brien,Adjunctive Transdermal Cannabidiol for Adults With Focal Epilepsy: A Randomized Clinical Trial.,"Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/35802375/
cannabidiol,included,33346789,Thiele2021,2021,Thiele,Add-on Cannabidiol Treatment for Drug-Resistant Seizures in Tuberous Sclerosis Complex: A Placebo-Controlled Randomized Clinical Trial.,"Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/33346789/
cannabidiol,included,32119035,Miller2020,2020,Miller,Dose-Ranging Effect of Adjunctive Oral Cannabidiol vs Placebo on Convulsive Seizure Frequency in Dravet Syndrome: A Randomized Clinical Trial.,"Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/32119035/
cannabidiol,included,29768152,Devinsky2018b,2018,Devinsky,Effect of Cannabidiol on Drop Seizures in the Lennox-Gastaut Syndrome.,"Clinical Trial, Phase III; Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/29768152/
cannabidiol,included,29540584,Devinsky2018,2018,Devinsky,"Randomized, dose-ranging safety trial of cannabidiol in Dravet syndrome.","Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/29540584/
cannabidiol,included,29395273,Thiele2018,2018,Thiele,"Cannabidiol in patients with seizures associated with Lennox-Gastaut syndrome (GWPCARE4): a randomised, double-blind, placebo-controlled phase 3 trial.","Clinical Trial, Phase III; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/29395273/
cannabidiol,included,28538134,Devinsky2017,2017,Devinsky,Trial of Cannabidiol for Drug-Resistant Seizures in the Dravet Syndrome.,Journal Article; Multicenter Study; Randomized Controlled Trial,qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/28538134/
cannabidiol,rejected,40836528,,2025,Gorbenko,"Cannabidiol Lacks Direct Effect on Cortical Excitability: A Randomized, Double Blind, Placebo Controlled, 3-Way Crossover Trial.",Journal Article; Randomized Controlled Trial,title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/40836528/
cannabidiol,rejected,40775196,,2025,Specchio,Clinically Meaningful Reduction in Drop Seizures in Patients with Lennox-Gastaut Syndrome Treated with Cannabidiol: Post Hoc Analysis of Phase 3 Clinical Trials.,"Journal Article; Clinical Trial, Phase III; Randomized Controlled Trial",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/40775196/
cannabidiol,rejected,39882324,,2025,Ong,The use of cannabidiol as adjunctive therapy in adult patients with drug-resistant epilepsy: a systematic review and meta-analysis.,Journal Article,excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/39882324/
cannabidiol,rejected,38959712,,2024,Downs,Effects of ganaxolone on non-seizure outcomes in CDKL5 Deficiency Disorder: Double-blind placebo-controlled randomized trial.,"Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/38959712/
cannabidiol,rejected,38677101,,2024,Devinsky,Placebo response in patients with Dravet syndrome: Post-hoc analysis of two clinical trials.,"Journal Article; Randomized Controlled Trial; Clinical Trial, Phase III",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/38677101/
cannabidiol,rejected,38643658,,2024,Nabbout,Dravet syndrome seizure frequency and clustering: Placebo-treated patients in clinical trials.,"Journal Article; Randomized Controlled Trial; Clinical Trial, Phase III",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/38643658/
cannabidiol,rejected,38177999,,2024,Müller,"Cannabidiol (Epidyolex®) for severe behavioral manifestations in patients with tuberous sclerosis complex, mucopolysaccharidosis type III and fragile X syndrome: protocol for a series of randomized, placebo-controlled N-of-1 trials.","Clinical Trial Protocol; Journal Article; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/38177999/
cannabidiol,rejected,37889215,,2023,Rozental,The efficacy and safety of cannabidiol as adjunct treatment for drug-resistant idiopathic epilepsy in 51 dogs: A double-blinded crossover study.,"Randomized Controlled Trial, Veterinary; Journal Article",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/37889215/
cannabidiol,rejected,37836465,,2023,Kisiolek,Eight Weeks of Daily Cannabidiol Supplementation Improves Sleep Quality and Immune Cell Cytotoxicity.,Randomized Controlled Trial; Journal Article,drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/37836465/
cannabidiol,rejected,37052803,,2023,Auvin,Seizure-free days as a novel outcome in patients with Lennox-Gastaut syndrome: Post hoc analysis of patients receiving cannabidiol in two randomized controlled trials.,"Journal Article; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/37052803/
cannabidiol,rejected,36209995,,2022,Potschka,Cannabidiol in canine epilepsy.,Journal Article,excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/36209995/
cannabidiol,rejected,36386386,,2022,Rosa,Nabiximols effect on blood pressure and heart rate in post-stroke patients of a randomized controlled study.,Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/36386386/
cannabidiol,rejected,35967998,,2022,Garcia,Safety and efficacy of cannabidiol-cannabidiolic acid rich hemp extract in the treatment of refractory epileptic seizures in dogs.,Journal Article,excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/35967998/
cannabidiol,rejected,35175622,,2022,Wu,Time to onset of cannabidiol treatment effect and resolution of adverse events in tuberous sclerosis complex: Post hoc analysis of randomized controlled phase 3 trial GWPCARE6.,"Clinical Trial, Phase III; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/35175622/
cannabidiol,rejected,34957550,,2021,Thiele,Long-term cannabidiol treatment for seizures in patients with tuberous sclerosis complex: An open-label extension trial.,"Clinical Trial, Phase III; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/34957550/
cannabidiol,rejected,34406656,,2021,Scheffer,Add-on cannabidiol in patients with Dravet syndrome: Results of a long-term open-label extension trial.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/34406656/
cannabidiol,rejected,33797076,,2021,Privitera,Time to onset of cannabidiol (CBD) treatment effect in Lennox-Gastaut syndrome: Analysis from two randomized controlled trials.,"Clinical Trial, Phase III; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/33797076/
cannabidiol,rejected,32965057,,2020,Ong,"Protocol for a single patient therapy plan: A randomised, double-blind, placebo-controlled N-of-1 trial to assess the efficacy of cannabidiol in patients with intractable epilepsy.",Clinical Trial Protocol; Journal Article,excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/32965057/
cannabidiol,rejected,32652616,,2020,VanLandingham,"A Phase 2, Double-Blind, Placebo-Controlled Trial to Investigate Potential Drug-Drug Interactions Between Cannabidiol and Clobazam.","Clinical Trial, Phase II; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/32652616/
cannabidiol,rejected,32350749,,2020,Ben-Menachem,A Phase II Randomized Trial to Explore the Potential for Pharmacokinetic Drug-Drug Interactions with Stiripentol or Valproate when Combined with Cannabidiol in Patients with Epilepsy.,"Clinical Trial, Phase II; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/32350749/
cannabidiol,rejected,32036242,,2020,Taylor,Abrupt withdrawal of cannabidiol (CBD): A randomized trial.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/32036242/
cannabidiol,rejected,31067185,,2019,McGrath,Randomized blinded controlled clinical trial to assess the effect of oral cannabidiol administration in addition to conventional antiepileptic treatment on seizure frequency in dogs with intractable idiopathic epilepsy.,"Journal Article; Randomized Controlled Trial, Veterinary",drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/31067185/
cannabidiol,rejected,30955420,,2019,Perry,Don't Fear the Reefer-Evidence Mounts for Plant-Based Cannabidiol as Treatment for Epilepsy.,Journal Article; Comment,title lacks primary randomized/placebo/phase trial language,https://pubmed.ncbi.nlm.nih.gov/30955420/
cannabidiol,rejected,30740695,,2019,Thiele,Cannabidiol in patients with Lennox-Gastaut syndrome: Interim analysis of an open-label extension study.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/30740695/
cannabidiol,rejected,30582156,,2018,Devinsky,Long-term cannabidiol treatment in patients with Dravet syndrome: An open-label extension trial.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/30582156/
cannabidiol,rejected,30286443,,2018,Schoedel,"Abuse potential assessment of cannabidiol (CBD) in recreational polydrug users: A randomized, double-blind, controlled trial.","Clinical Trial, Phase I; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/30286443/
cannabidiol,rejected,30006259,,2018,Devinsky,"Open-label use of highly purified CBD (Epidiolex®) in patients with CDKL5 deficiency disorder and Aicardi, Dup15q, and Doose syndromes.",Journal Article,title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/30006259/
cannabidiol,rejected,28882919,,2017,Marinelli,A randomised controlled cross-over double-blind pilot study protocol on THC:CBD oromucosal spray efficacy as an add-on therapy for post-stroke spasticity.,Journal Article; Randomized Controlled Trial,drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/28882919/
cannabidiol,rejected,28088032,,2016,Babalonis,Oral cannabidiol does not produce a signal for abuse liability in frequent marijuana smokers.,Journal Article; Multicenter Study; Randomized Controlled Trial,drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/28088032/
cannabidiol,rejected,7413719,,1980,Cunha,Chronic administration of cannabidiol to healthy volunteers and epileptic patients.,"Clinical Trial; Journal Article; Randomized Controlled Trial; Research Support, U.S. Gov't, P.H.S.",healthy-volunteer study,https://pubmed.ncbi.nlm.nih.gov/7413719/
carbamazepine,included,15156070,Sobaniec2004,2004,Sobaniec,"A multicenter, placebo-controlled, double-blind study of efficacy of a new form of carbamazepine (Carbatrol) in refractory epileptic patients.",Clinical Trial; Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial,qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/15156070/
carbamazepine,rejected,38356105,,2024,Moseley,"Efficacy and Tolerability of Adjunctive Brivaracetam in Patients with Focal-Onset Seizures on Specific Concomitant Antiseizure Medications: Pooled Analysis of Double-Blind, Placebo-Controlled Trials.","Randomized Controlled Trial; Journal Article; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/38356105/
carbamazepine,rejected,37929672,,2023,Banerjee,"A pragmatic, multicentre, double-blind, placebo-controlled randomised trial to assess the safety, clinical and cost-effectiveness of mirtazapine and carbamazepine in people with Alzheimer's disease and agitated behaviours: the HTA-SYMBAD trial.","Journal Article; Multicenter Study; Pragmatic Clinical Trial; Randomized Controlled Trial; Research Support, Non-U.S. Gov't; Equivalence Trial",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/37929672/
carbamazepine,rejected,36741623,,2023,Singh,"Preemptive Levetiracetam Decreases Postoperative Pain: A Double-Blind, Randomised, Control Trial.",Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/36741623/
